number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2,params_n_units_l3,params_n_units_l4,params_n_units_l5,params_optimizer,params_weight_decay,user_attrs_best_epoch,user_attrs_best_val_mae,user_attrs_model_params,state
205,1420.9034423828125,2026-03-24 01:07:34.505672,2026-03-24 01:07:50.746634,0 days 00:00:16.240962,64,0.004790730526806124,0.04496722403878129,5,25,63,22.0,25.0,53.0,,SGD,3.228430291982622e-05,178.0,1420.9034423828125,5654.0,COMPLETE
206,2262.82568359375,2026-03-24 01:07:50.771041,2026-03-24 01:07:57.740973,0 days 00:00:06.969932,16,0.0018198250432852805,0.05018448179458945,5,23,60,20.0,14.0,19.0,,SGD,3.833153303547247e-05,,,,PRUNED
207,1433.1092529296875,2026-03-24 01:07:57.755745,2026-03-24 01:08:12.875231,0 days 00:00:15.119486,64,0.004163155564639238,0.04726689380414578,5,28,58,17.0,31.0,50.0,,SGD,4.0863269207523595e-05,178.0,1433.1092529296875,5514.0,COMPLETE
208,1464.517333984375,2026-03-24 01:08:12.892758,2026-03-24 01:08:24.239621,0 days 00:00:11.346863,64,0.008215314161926592,0.0406647146819726,5,26,56,20.0,32.0,54.0,,SGD,3.647786818827148e-05,104.0,1464.517333984375,5771.0,COMPLETE
209,1367.1033935546875,2026-03-24 01:08:24.255240,2026-03-24 01:08:43.083592,0 days 00:00:18.828352,64,0.003199176922546298,0.05040788758352912,5,24,64,22.0,24.0,55.0,,SGD,2.897426147733512e-05,238.0,1367.1033935546875,5607.0,COMPLETE
210,1521.5848388671875,2026-03-24 01:08:43.101553,2026-03-24 01:08:51.057749,0 days 00:00:07.956196,64,0.005361866774888088,0.043250292967740286,5,29,62,23.0,20.0,54.0,,SGD,2.7470063878651012e-05,61.0,1521.5848388671875,5615.0,COMPLETE
211,1455.4757080078125,2026-03-24 01:08:51.073754,2026-03-24 01:09:02.344981,0 days 00:00:11.271227,64,8.275045755825949e-05,0.050991418855562354,5,25,60,22.0,25.0,57.0,,SGD,3.4445242585753e-05,123.0,1455.4757080078125,5620.0,COMPLETE
212,1426.6644287109375,2026-03-24 01:09:02.363195,2026-03-24 01:09:17.121514,0 days 00:00:14.758319,64,0.0030697818514267795,0.04957352421943707,5,24,64,21.0,22.0,48.0,,SGD,3.14783103085008e-05,173.0,1426.6644287109375,5176.0,COMPLETE
213,1507.2100830078125,2026-03-24 01:09:17.140663,2026-03-24 01:09:32.484983,0 days 00:00:15.344320,64,0.0018243783655548852,0.04673316186944474,5,23,59,20.0,28.0,44.0,,SGD,2.3692879750628987e-05,175.0,1507.2100830078125,5080.0,COMPLETE
214,1616.01611328125,2026-03-24 01:09:32.507130,2026-03-24 01:09:38.785659,0 days 00:00:06.278529,64,0.004285534058129452,0.053417388474455346,5,20,64,22.0,27.0,42.0,,SGD,2.867169041742019e-05,45.0,1616.01611328125,5144.0,COMPLETE
215,1575.9412841796875,2026-03-24 01:09:38.800842,2026-03-24 01:09:44.471516,0 days 00:00:05.670674,64,0.003101021695710743,0.049131607832546775,5,22,57,24.0,23.0,52.0,,SGD,4.0949525699991355e-05,36.0,1575.9412841796875,5133.0,COMPLETE
216,1433.048583984375,2026-03-24 01:09:44.489219,2026-03-24 01:09:56.549101,0 days 00:00:12.059882,64,0.005855035558975714,0.050743033193944374,5,27,27,19.0,24.0,51.0,,SGD,4.5049837998129346e-05,134.0,1433.048583984375,3634.0,COMPLETE
217,1541.3922119140625,2026-03-24 01:09:56.567206,2026-03-24 01:10:04.082513,0 days 00:00:07.515307,64,7.492961009670845e-05,0.05490596208857143,5,25,55,23.0,35.0,56.0,,SGD,3.868316329722085e-05,70.0,1541.3922119140625,6244.0,COMPLETE
218,1475.167236328125,2026-03-24 01:10:04.097627,2026-03-24 01:10:14.861063,0 days 00:00:10.763436,64,0.00914538000463847,0.04558141998236987,5,21,16,21.0,15.0,55.0,,SGD,3.198595525761903e-05,123.0,1475.167236328125,2420.0,COMPLETE
219,1498.7081298828125,2026-03-24 01:10:14.880360,2026-03-24 01:10:22.634274,0 days 00:00:07.753914,64,0.0017564188559883007,0.048645142025985535,5,26,59,22.0,33.0,46.0,,SGD,4.3488615435593934e-05,73.0,1498.7081298828125,5889.0,COMPLETE
220,1505.9517822265625,2026-03-24 01:10:22.651145,2026-03-24 01:10:30.870950,0 days 00:00:08.219805,64,0.00716780340326533,0.04691991728913512,5,40,62,20.0,13.0,49.0,,SGD,3.7041967420291174e-05,68.0,1505.9517822265625,5539.0,COMPLETE
221,1377.6505126953125,2026-03-24 01:10:30.889361,2026-03-24 01:10:48.375841,0 days 00:00:17.486480,64,0.004800787479866029,0.05506874706740172,5,24,59,24.0,38.0,41.0,,SGD,4.874709282772152e-05,229.0,1377.6505126953125,6094.0,COMPLETE
222,1454.2882080078125,2026-03-24 01:10:48.395208,2026-03-24 01:10:57.210770,0 days 00:00:08.815562,64,0.0034622969231487425,0.052764432737114474,5,24,60,23.0,36.0,41.0,,SGD,4.8477747824870784e-05,90.0,1454.2882080078125,5910.0,COMPLETE
223,1626.2244873046875,2026-03-24 01:10:57.226847,2026-03-24 01:11:04.174703,0 days 00:00:06.947856,64,0.004475437278256017,0.05524969657305718,5,23,37,24.0,10.0,43.0,,SGD,4.0662850010838854e-05,53.0,1626.2244873046875,3048.0,COMPLETE
224,1588.6585693359375,2026-03-24 01:11:04.189309,2026-03-24 01:11:10.796150,0 days 00:00:06.606841,64,0.005538245126178136,0.051328747438771805,5,25,58,21.0,38.0,40.0,,SGD,5.5664741447291294e-05,55.0,1588.6585693359375,5773.0,COMPLETE
225,1512.844482421875,2026-03-24 01:11:10.815568,2026-03-24 01:11:19.805477,0 days 00:00:08.989909,64,0.001993106759738312,0.05373297767818236,5,22,57,24.0,19.0,45.0,,SGD,4.4705117781150365e-05,93.0,1512.844482421875,4656.0,COMPLETE
226,1519.1322021484375,2026-03-24 01:11:19.825111,2026-03-24 01:11:28.134044,0 days 00:00:08.308933,64,0.007849352006013317,0.088776955785923,5,27,56,18.0,64.0,41.0,,Adam,6.175668071489948e-05,53.0,1519.1322021484375,7172.0,COMPLETE
227,1378.7974853515625,2026-03-24 01:11:28.149134,2026-03-24 01:11:43.915769,0 days 00:00:15.766635,64,0.004082714463515002,0.051270349731938177,5,18,61,22.0,37.0,39.0,,SGD,3.4806594972811916e-05,193.0,1378.7974853515625,5412.0,COMPLETE
228,1644.3919677734375,2026-03-24 01:11:43.935194,2026-03-24 01:11:48.927940,0 days 00:00:04.992746,64,0.005635286551245521,0.05056425971552587,5,18,62,23.0,37.0,38.0,,SGD,2.9639288374205332e-05,29.0,1644.3919677734375,5516.0,COMPLETE
229,1472.7099609375,2026-03-24 01:11:48.942817,2026-03-24 01:11:59.064755,0 days 00:00:10.121938,64,0.03422883411223168,0.05681632830384913,5,47,61,22.0,39.0,35.0,,SGD,2.570426494366537e-05,103.0,1472.7099609375,7456.0,COMPLETE
230,1559.4554443359375,2026-03-24 01:11:59.084320,2026-03-24 01:12:14.731419,0 days 00:00:15.647099,32,0.009985428395085809,0.05538649949704506,5,16,60,19.0,40.0,47.0,,SGD,6.937506694281775e-05,101.0,1559.4554443359375,5462.0,COMPLETE
231,1476.643310546875,2026-03-24 01:12:14.748568,2026-03-24 01:12:25.655697,0 days 00:00:10.907129,64,0.0034444863328227503,0.04832114022308518,5,18,25,21.0,36.0,39.0,,SGD,3.68711380663652e-05,123.0,1476.643310546875,3736.0,COMPLETE
232,1613.5751953125,2026-03-24 01:12:25.679338,2026-03-24 01:12:32.973768,0 days 00:00:07.294430,64,0.001817676877654525,0.0515224303845659,5,19,59,20.0,34.0,40.0,,SGD,3.414948851569631e-05,65.0,1613.5751953125,5050.0,COMPLETE
233,1447.8477783203125,2026-03-24 01:12:32.992201,2026-03-24 01:12:42.478078,0 days 00:00:09.485877,64,0.004317007654300656,0.052406907586351345,5,24,61,22.0,37.0,43.0,,SGD,4.0491853241188684e-05,96.0,1447.8477783203125,6008.0,COMPLETE
234,1400.8974609375,2026-03-24 01:12:42.494687,2026-03-24 01:12:57.431530,0 days 00:00:14.936843,64,0.0062590284568574284,0.04887713418825048,5,24,58,21.0,41.0,37.0,,SGD,4.624990123403173e-05,183.0,1400.8974609375,5761.0,COMPLETE
235,1451.2470703125,2026-03-24 01:12:57.451748,2026-03-24 01:13:06.483803,0 days 00:00:09.032055,64,0.0069814625225789115,0.0871341400683895,5,21,63,23.0,41.0,37.0,,SGD,4.932735708244394e-05,91.0,1451.2470703125,5993.0,COMPLETE
236,1580.0467529296875,2026-03-24 01:13:06.500464,2026-03-24 01:13:13.160389,0 days 00:00:06.659925,64,0.006334565079130261,0.050348346158625934,5,26,59,24.0,39.0,38.0,,SGD,4.4297931480251255e-05,55.0,1580.0467529296875,6173.0,COMPLETE
237,1415.648681640625,2026-03-24 01:13:13.177212,2026-03-24 01:13:26.380139,0 days 00:00:13.202927,64,0.004953487796196899,0.05440886265217617,5,22,52,19.0,39.0,49.0,,SGD,5.286508894009364e-05,145.0,1415.648681640625,5553.0,COMPLETE
238,1525.4732666015625,2026-03-24 01:13:26.401382,2026-03-24 01:13:34.680830,0 days 00:00:08.279448,64,0.003330399973821668,0.04400796133573142,5,28,60,37.0,41.0,36.0,,SGD,4.6560985043521463e-05,75.0,1525.4732666015625,7760.0,COMPLETE
239,1391.6768798828125,2026-03-24 01:13:34.699078,2026-03-24 01:13:46.445937,0 days 00:00:11.746859,64,0.00908052693278087,0.0585798371936776,5,25,57,25.0,63.0,44.0,,SGD,4.1894411378297796e-05,130.0,1391.6768798828125,8084.0,COMPLETE
240,1528.52880859375,2026-03-24 01:13:46.465111,2026-03-24 01:13:54.157139,0 days 00:00:07.692028,64,0.012172620864552704,0.04633578989404323,5,25,34,26.0,61.0,44.0,,SGD,3.3602672419681555e-05,66.0,1528.52880859375,6819.0,COMPLETE
241,1536.4034423828125,2026-03-24 01:13:54.173381,2026-03-24 01:14:01.866699,0 days 00:00:07.693318,64,0.010158847343113108,0.05851521317635691,5,23,57,22.0,64.0,42.0,,SGD,4.206184544473317e-05,67.0,1536.4034423828125,7512.0,COMPLETE
242,3892.51025390625,2026-03-24 01:14:01.883653,2026-03-24 01:14:04.015414,0 days 00:00:02.131761,64,0.008504922823841075,0.01564398748412322,5,26,53,25.0,62.0,46.0,,SGD,3.954839383199958e-05,,,,PRUNED
243,1477.6959228515625,2026-03-24 01:14:04.028852,2026-03-24 01:14:16.055252,0 days 00:00:12.026400,64,0.007296082217653751,0.05273816329833983,5,24,58,21.0,38.0,53.0,,SGD,4.6411615496643975e-05,122.0,1477.6959228515625,6250.0,COMPLETE
244,1380.9210205078125,2026-03-24 01:14:16.073330,2026-03-24 01:14:32.675685,0 days 00:00:16.602355,64,0.0056881050013815795,0.06946867117112612,5,25,56,24.0,63.0,44.0,,SGD,0.00014191482282556247,200.0,1380.9210205078125,7909.0,COMPLETE
245,1457.442138671875,2026-03-24 01:14:32.695307,2026-03-24 01:14:42.706940,0 days 00:00:10.011633,64,0.005687500968968028,0.07001771762344935,5,25,56,24.0,63.0,45.0,,SGD,0.00010498396264151065,102.0,1457.442138671875,7976.0,COMPLETE
246,1449.54736328125,2026-03-24 01:14:42.725151,2026-03-24 01:14:56.311672,0 days 00:00:13.586521,64,0.008910991819086767,0.07204139773156,5,27,59,23.0,37.0,45.0,,SGD,0.00023514315942658675,157.0,1449.54736328125,6301.0,COMPLETE
247,2389.916748046875,2026-03-24 01:14:56.334375,2026-03-24 01:15:03.344945,0 days 00:00:07.010570,16,0.006679724001733773,0.09054325859522684,5,26,57,26.0,31.0,42.0,,SGD,5.256877070977342e-05,,,,PRUNED
248,1464.1107177734375,2026-03-24 01:15:03.362862,2026-03-24 01:15:15.544104,0 days 00:00:12.181242,64,0.004459170492291984,0.06618628758502862,5,28,58,25.0,42.0,43.0,,SGD,6.093413184931694e-05,143.0,1464.1107177734375,6786.0,COMPLETE
249,1448.9283447265625,2026-03-24 01:15:15.560054,2026-03-24 01:15:24.126378,0 days 00:00:08.566324,64,0.012989951323608848,0.07397035933194177,5,25,42,27.0,61.0,44.0,,SGD,3.5853289756968836e-05,74.0,1448.9283447265625,7357.0,COMPLETE
250,1929.065673828125,2026-03-24 01:15:24.149129,2026-03-24 01:15:29.024400,0 days 00:00:04.875271,64,0.03641650068099488,0.06824634685511131,2,30,61,,,,,SGD,4.936950639807016e-05,,,,PRUNED
251,1516.8936767578125,2026-03-24 01:15:29.039068,2026-03-24 01:15:36.561798,0 days 00:00:07.522730,64,0.0028915918119187317,0.04940267421072454,5,23,60,23.0,40.0,39.0,,SGD,0.0001369132373702269,70.0,1516.8936767578125,6019.0,COMPLETE
252,1474.10595703125,2026-03-24 01:15:36.578382,2026-03-24 01:15:46.745728,0 days 00:00:10.167346,64,0.009865474132796922,0.07765582774198246,5,26,58,22.0,63.0,55.0,,SGD,3.996289354562051e-05,102.0,1474.10595703125,8571.0,COMPLETE
253,1461.6614990234375,2026-03-24 01:15:46.761856,2026-03-24 01:15:57.489017,0 days 00:00:10.727161,64,0.008108596732060217,0.05575578322230804,5,24,55,24.0,23.0,40.0,,RMSprop,0.00014484414338714348,76.0,1461.6614990234375,4843.0,COMPLETE
254,1462.7342529296875,2026-03-24 01:15:57.509616,2026-03-24 01:16:09.118745,0 days 00:00:11.609129,64,0.01135070742441623,0.04776871391269442,5,27,63,21.0,8.0,60.0,,SGD,5.6394281239684145e-05,134.0,1462.7342529296875,4486.0,COMPLETE
255,1529.1717529296875,2026-03-24 01:16:09.140479,2026-03-24 01:16:17.369715,0 days 00:00:08.229236,64,0.04504382513368932,0.05297923534003197,5,29,51,23.0,26.0,38.0,,SGD,3.106147665105141e-05,77.0,1529.1717529296875,5010.0,COMPLETE
256,1398.2603759765625,2026-03-24 01:16:17.387978,2026-03-24 01:16:33.925214,0 days 00:00:16.537236,64,0.005229801177298888,0.05029846172217264,5,23,53,50.0,64.0,47.0,,SGD,0.00015047570166940244,192.0,1398.2603759765625,11020.0,COMPLETE
257,1384.087646484375,2026-03-24 01:16:33.947220,2026-03-24 01:16:47.709894,0 days 00:00:13.762674,64,0.005866597364661499,0.09877038093722651,5,23,53,51.0,64.0,47.0,,SGD,0.0001601175235831273,144.0,1384.087646484375,11140.0,COMPLETE
258,1442.673583984375,2026-03-24 01:16:47.727265,2026-03-24 01:17:04.825221,0 days 00:00:17.097956,64,0.06426437822484783,0.09968853172903067,5,23,53,49.0,64.0,47.0,,Adam,0.00013836825281956323,144.0,1442.673583984375,10900.0,COMPLETE
259,1463.281005859375,2026-03-24 01:17:04.848080,2026-03-24 01:17:11.672667,0 days 00:00:06.824587,64,0.005765690402698245,0.09689394767448081,5,22,55,48.0,64.0,48.0,,SGD,0.00015358142789731704,53.0,1463.281005859375,10930.0,COMPLETE
260,1535.5667724609375,2026-03-24 01:17:11.692563,2026-03-24 01:17:18.507756,0 days 00:00:06.815193,64,0.004962982512003594,0.09748729410603903,5,24,56,52.0,63.0,46.0,,SGD,0.00015635647074410173,44.0,1535.5667724609375,11392.0,COMPLETE
261,1507.20361328125,2026-03-24 01:17:18.524676,2026-03-24 01:17:28.219507,0 days 00:00:09.694831,64,0.007050195551284344,0.09249059443611678,5,23,53,52.0,35.0,45.0,,SGD,0.00019286081757367434,95.0,1507.20361328125,8224.0,COMPLETE
262,1632.271484375,2026-03-24 01:17:28.234500,2026-03-24 01:17:37.474971,0 days 00:00:09.240471,32,0.004423010320406835,0.099447636679596,5,20,56,44.0,62.0,48.0,,SGD,0.00018813353346799224,41.0,1632.271484375,10187.0,COMPLETE
263,1423.9287109375,2026-03-24 01:17:37.491408,2026-03-24 01:17:47.843738,0 days 00:00:10.352330,64,0.006605023937233705,0.09484767250066266,5,24,52,17.0,64.0,47.0,,SGD,0.00012020801310451512,96.0,1423.9287109375,7080.0,COMPLETE
264,1452.88232421875,2026-03-24 01:17:47.864346,2026-03-24 01:17:59.052097,0 days 00:00:11.187751,64,0.00303129202146735,0.05127759831854378,5,22,55,53.0,44.0,44.0,,SGD,0.00013168693077944034,116.0,1452.88232421875,9268.0,COMPLETE
265,1435.281005859375,2026-03-24 01:17:59.075123,2026-03-24 01:18:12.613666,0 days 00:00:13.538543,64,0.008531587578323958,0.05401519686886243,5,25,57,50.0,38.0,35.0,,SGD,0.00016530416658262024,153.0,1435.281005859375,8356.0,COMPLETE
266,1401.0867919921875,2026-03-24 01:18:12.630864,2026-03-24 01:18:26.020603,0 days 00:00:13.389739,64,0.0015980502457440902,0.05003090111875452,5,25,51,55.0,29.0,50.0,,SGD,0.00018016334370862268,144.0,1401.0867919921875,8006.0,COMPLETE
267,1551.2969970703125,2026-03-24 01:18:26.038074,2026-03-24 01:18:32.862082,0 days 00:00:06.824008,64,0.005099417698393501,0.09869091975780261,5,16,54,51.0,34.0,37.0,,SGD,0.00021055565516641018,55.0,1551.2969970703125,7352.0,COMPLETE
268,1399.173095703125,2026-03-24 01:18:32.877517,2026-03-24 01:18:53.802912,0 days 00:00:20.925395,64,0.0039536987169265965,0.057137138745251406,5,24,59,20.0,37.0,46.0,,SGD,0.00016990800640624096,275.0,1399.173095703125,5835.0,COMPLETE
269,1880.896484375,2026-03-24 01:18:53.824936,2026-03-24 01:19:06.265973,0 days 00:00:12.441037,16,0.003372671099332071,0.05742339399019763,5,17,59,34.0,37.0,47.0,,SGD,0.00015396905513770677,22.0,1880.896484375,6772.0,COMPLETE
270,1453.949951171875,2026-03-24 01:19:06.283138,2026-03-24 01:19:19.691251,0 days 00:00:13.408113,64,0.0015840851822620005,0.05589847413957401,5,20,19,18.0,36.0,46.0,,SGD,0.00017362517849701717,162.0,1453.949951171875,3650.0,COMPLETE
271,1320.748291015625,2026-03-24 01:19:19.709740,2026-03-24 01:19:38.507993,0 days 00:00:18.798253,64,0.003997242561571155,0.06350257039990975,5,23,53,19.0,39.0,45.0,,SGD,0.00020444543410918936,240.0,1320.748291015625,5489.0,COMPLETE
272,1486.40283203125,2026-03-24 01:19:38.547104,2026-03-24 01:19:49.324673,0 days 00:00:10.777569,64,0.004951718160734254,0.05900122442970291,5,22,62,60.0,39.0,44.0,,SGD,0.00016768379448921328,103.0,1486.40283203125,10042.0,COMPLETE
273,1402.8687744140625,2026-03-24 01:19:49.344269,2026-03-24 01:20:01.688056,0 days 00:00:12.343787,64,0.007966174584140583,0.05745554344175918,5,23,53,19.0,37.0,51.0,,SGD,0.0002014123160401773,140.0,1402.8687744140625,5601.0,COMPLETE
274,1644.8690185546875,2026-03-24 01:20:01.705684,2026-03-24 01:20:08.466408,0 days 00:00:06.760724,64,0.002035251442356634,0.06591735998432244,5,21,55,17.0,38.0,41.0,,SGD,0.00028342188600750137,56.0,1644.8690185546875,5020.0,COMPLETE
275,1468.6080322265625,2026-03-24 01:20:08.481825,2026-03-24 01:20:22.083166,0 days 00:00:13.601341,64,0.005198521905472155,0.06043093183991849,5,19,29,20.0,36.0,43.0,,RMSprop,0.00022476979860346826,112.0,1468.6080322265625,4036.0,COMPLETE
276,1556.468505859375,2026-03-24 01:20:22.103182,2026-03-24 01:20:30.833666,0 days 00:00:08.730484,64,0.003946428443594988,0.06330376782547595,5,24,61,18.0,40.0,45.0,,SGD,0.00017931790039570303,85.0,1556.468505859375,5884.0,COMPLETE
277,1403.52392578125,2026-03-24 01:20:30.852117,2026-03-24 01:20:42.140835,0 days 00:00:11.288718,64,0.007175084577290595,0.08848497796542236,5,22,57,16.0,35.0,43.0,,SGD,0.00014829698754967817,131.0,1403.52392578125,4970.0,COMPLETE
278,1518.61962890625,2026-03-24 01:20:42.165573,2026-03-24 01:20:52.388842,0 days 00:00:10.223269,64,0.0014463806302990301,0.06254800076409556,5,23,23,19.0,30.0,49.0,,SGD,0.00012698880501464853,109.0,1518.61962890625,3672.0,COMPLETE
279,1537.6929931640625,2026-03-24 01:20:52.408329,2026-03-24 01:20:59.883699,0 days 00:00:07.475370,64,0.003428377016697963,0.056081503604287,4,25,59,20.0,39.0,,,SGD,0.00020328525355543326,79.0,1537.6929931640625,4104.0,COMPLETE
280,1496.41064453125,2026-03-24 01:20:59.900014,2026-03-24 01:21:13.739501,0 days 00:00:13.839487,64,0.00018812694112506172,0.09627670740993555,5,21,50,20.0,48.0,45.0,,Adam,0.0001683699648680358,116.0,1496.41064453125,5936.0,COMPLETE
281,1415.656005859375,2026-03-24 01:21:13.761376,2026-03-24 01:21:27.908398,0 days 00:00:14.147022,64,0.006048219835835818,0.09179086199960393,5,23,52,25.0,42.0,41.0,,SGD,3.797096663294101e-05,165.0,1415.656005859375,6043.0,COMPLETE
282,1402.07568359375,2026-03-24 01:21:27.928189,2026-03-24 01:21:41.793499,0 days 00:00:13.865310,64,0.009382299249896822,0.05821502161030553,5,32,40,60.0,63.0,47.0,,SGD,0.00011366234261978474,153.0,1402.07568359375,11451.0,COMPLETE
283,1383.9344482421875,2026-03-24 01:21:41.814740,2026-03-24 01:21:56.029961,0 days 00:00:14.215221,64,0.004656528511142087,0.0897069729707358,5,18,54,22.0,38.0,52.0,,SGD,0.0001428229779075578,169.0,1383.9344482421875,5721.0,COMPLETE
284,1561.3665771484375,2026-03-24 01:21:56.062352,2026-03-24 01:22:17.884803,0 days 00:00:21.822451,32,0.004012217599474681,0.08518001003682958,5,15,54,40.0,12.0,42.0,,SGD,0.0001457492610462779,171.0,1561.3665771484375,4606.0,COMPLETE
285,1474.6204833984375,2026-03-24 01:22:17.904320,2026-03-24 01:22:28.338291,0 days 00:00:10.433971,64,0.0025751593398803097,0.08703381167196471,5,27,56,22.0,39.0,52.0,,SGD,0.0004453084015379506,103.0,1474.6204833984375,6487.0,COMPLETE
286,1571.791015625,2026-03-24 01:22:28.367394,2026-03-24 01:22:36.124701,0 days 00:00:07.757307,64,0.005440376921992184,0.0707122227663377,5,51,57,19.0,37.0,44.0,,SGD,0.00012577827854067623,62.0,1571.791015625,7398.0,COMPLETE
287,1518.26904296875,2026-03-24 01:22:36.141381,2026-03-24 01:22:46.302362,0 days 00:00:10.160981,64,0.03139360649474868,0.05180157248223501,5,30,64,22.0,36.0,39.0,,SGD,0.00015901018156400194,110.0,1518.26904296875,6377.0,COMPLETE
288,1543.8770751953125,2026-03-24 01:22:46.321603,2026-03-24 01:22:53.271601,0 days 00:00:06.949998,64,0.007114201349491301,0.06833354473893191,5,24,33,15.0,40.0,48.0,,SGD,0.0001378410000549816,61.0,1543.8770751953125,4528.0,COMPLETE
289,1517.5791015625,2026-03-24 01:22:53.288572,2026-03-24 01:23:01.660342,0 days 00:00:08.371770,64,0.00417520243661477,0.052822180728359834,5,25,55,21.0,38.0,46.0,,SGD,0.00017317922094808373,79.0,1517.5791015625,5878.0,COMPLETE
290,1427.9864501953125,2026-03-24 01:23:01.677277,2026-03-24 01:23:13.223179,0 days 00:00:11.545902,64,0.0017103343649232266,0.055385913897906786,5,28,59,17.0,33.0,40.0,,SGD,0.00014807915438108104,130.0,1427.9864501953125,5332.0,COMPLETE
291,1497.5478515625,2026-03-24 01:23:13.239695,2026-03-24 01:23:25.271097,0 days 00:00:12.031402,64,0.026780569799327802,0.05083612506100822,5,17,57,24.0,51.0,45.0,,SGD,9.508388324183167e-05,134.0,1497.5478515625,6620.0,COMPLETE
292,2497.005615234375,2026-03-24 01:23:25.287989,2026-03-24 01:23:30.554464,0 days 00:00:05.266475,16,0.0058348130887344776,0.054154487409263014,5,24,54,27.0,32.0,44.0,,SGD,4.249708370173391e-05,,,,PRUNED
293,1558.5980224609375,2026-03-24 01:23:30.570865,2026-03-24 01:23:39.054420,0 days 00:00:08.483555,64,0.002997723170850162,0.06453829244943413,5,26,60,20.0,38.0,50.0,,SGD,0.00010911763697133731,82.0,1558.5980224609375,6261.0,COMPLETE
294,1625.3992919921875,2026-03-24 01:23:39.071307,2026-03-24 01:23:47.861040,0 days 00:00:08.789733,64,0.007784714752090548,0.08980119400629391,5,23,53,22.0,17.0,43.0,,SGD,0.00019090023828388717,87.0,1625.3992919921875,4192.0,COMPLETE
295,2466.832763671875,2026-03-24 01:23:47.880444,2026-03-24 01:23:52.978834,0 days 00:00:05.098390,64,0.05283208575264094,0.05889768221260504,5,20,58,11.0,34.0,8.0,,SGD,0.0002539851291130037,,,,PRUNED
296,1389.98828125,2026-03-24 01:23:52.996361,2026-03-24 01:24:15.122724,0 days 00:00:22.126363,64,0.0012375863344922331,0.09999284952650576,5,25,51,18.0,36.0,41.0,,SGD,0.00013146678293228306,282.0,1389.98828125,5072.0,COMPLETE
297,1477.9310302734375,2026-03-24 01:24:15.144320,2026-03-24 01:24:25.848748,0 days 00:00:10.704428,64,0.00045517855041097687,0.0980854393769732,4,27,50,18.0,35.0,,,SGD,0.00012242577137816675,136.0,1477.9310302734375,3522.0,COMPLETE
298,1515.8616943359375,2026-03-24 01:24:25.867756,2026-03-24 01:24:42.715305,0 days 00:00:16.847549,64,5.30222230972977e-05,0.09913261580954554,5,18,52,16.0,41.0,41.0,,RMSprop,0.0001169278188414797,149.0,1515.8616943359375,4795.0,COMPLETE
299,1403.6517333984375,2026-03-24 01:24:42.734128,2026-03-24 01:24:59.122925,0 days 00:00:16.388797,64,0.002066052410730762,0.09627787742203914,5,25,52,23.0,39.0,40.0,,SGD,0.0001396931535814345,206.0,1403.6517333984375,5731.0,COMPLETE
300,1490.2781982421875,2026-03-24 01:24:59.145711,2026-03-24 01:25:09.365005,0 days 00:00:10.219294,64,0.0054558978202839115,0.0996841116582915,5,22,51,47.0,34.0,42.0,,SGD,0.0001324362012346242,102.0,1490.2781982421875,7352.0,COMPLETE
301,1545.3896484375,2026-03-24 01:25:09.384710,2026-03-24 01:25:17.664632,0 days 00:00:08.279922,64,0.002759843183670891,0.07536778093980256,5,29,51,18.0,31.0,39.0,,SGD,3.508105912153336e-05,79.0,1545.3896484375,4940.0,COMPLETE
302,1423.72314453125,2026-03-24 01:25:17.682088,2026-03-24 01:25:29.351166,0 days 00:00:11.669078,64,0.004700213881633872,0.09738642772476179,5,42,55,26.0,36.0,52.0,,SGD,4.2471384232903755e-05,124.0,1423.72314453125,7570.0,COMPLETE
303,1605.01513671875,2026-03-24 01:25:29.374334,2026-03-24 01:25:35.199934,0 days 00:00:05.825600,64,0.007299721459599165,0.042256951593467686,5,26,49,25.0,38.0,56.0,,SGD,0.00010585620421709022,38.0,1605.01513671875,6424.0,COMPLETE
304,1538.0194091796875,2026-03-24 01:25:35.220363,2026-03-24 01:25:42.704969,0 days 00:00:07.484606,64,0.0015795437786858355,0.09995470300754072,5,30,53,13.0,40.0,43.0,,Adam,3.854434775412164e-05,42.0,1538.0194091796875,5340.0,COMPLETE
305,1548.750244140625,2026-03-24 01:25:42.721459,2026-03-24 01:25:49.800258,0 days 00:00:07.078799,64,0.006168300872702668,0.04437808702648444,5,25,53,50.0,28.0,41.0,,SGD,0.00012711966766092283,55.0,1548.750244140625,7356.0,COMPLETE
306,1512.358154296875,2026-03-24 01:25:49.818892,2026-03-24 01:26:01.636410,0 days 00:00:11.817518,64,0.009391518872853579,0.09513798726235606,2,38,54,,,,,SGD,3.485187571846011e-05,199.0,1512.358154296875,2687.0,COMPLETE
307,1440.7857666015625,2026-03-24 01:26:01.656626,2026-03-24 01:26:22.215711,0 days 00:00:20.559085,32,0.0032955308170087433,0.049239409715672054,5,21,56,21.0,60.0,54.0,,SGD,4.6448730914391816e-05,152.0,1440.7857666015625,7711.0,COMPLETE
308,1434.0872802734375,2026-03-24 01:26:22.237350,2026-03-24 01:26:35.484842,0 days 00:00:13.247492,64,0.004662872575673816,0.0895481346175247,5,23,51,23.0,36.0,42.0,,SGD,2.917843478449008e-05,155.0,1434.0872802734375,5438.0,COMPLETE
