number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_rate,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2,params_n_units_l3,params_n_units_l4,params_n_units_l5,params_optimizer,params_weight_decay,user_attrs_best_epoch,user_attrs_best_val_mae,user_attrs_model_params,state
415,1361.5118408203125,2026-03-24 01:45:34.447251,2026-03-24 01:45:50.227212,0 days 00:00:15.779961,64,0.008543668798348315,0.05619227715003786,5,42,49,20.0,41.0,45.0,,SGD,4.692669588719337e-05,185.0,1361.5118408203125,6676.0,COMPLETE
416,1427.261962890625,2026-03-24 01:45:50.250528,2026-03-24 01:46:02.807148,0 days 00:00:12.556620,64,0.006343867811397541,0.05741596881326843,5,42,46,19.0,49.0,48.0,,SGD,4.7295875386105035e-05,139.0,1427.261962890625,7086.0,COMPLETE
417,2766.570068359375,2026-03-24 01:46:02.830753,2026-03-24 01:46:05.044361,0 days 00:00:02.213608,64,0.0032248517577970225,0.055571361187437586,4,19,47,21.0,45.0,,,Adam,2.0085423251420936e-05,,,,PRUNED
418,1476.1676025390625,2026-03-24 01:46:05.060502,2026-03-24 01:46:17.925565,0 days 00:00:12.865063,64,0.007858116293167254,0.05984015862026432,5,44,48,20.0,38.0,45.0,,SGD,5.7859180989629055e-05,146.0,1476.1676025390625,6525.0,COMPLETE
419,1408.244140625,2026-03-24 01:46:17.944043,2026-03-24 01:46:33.845195,0 days 00:00:15.901152,64,0.02116890830716307,0.053327447448838446,5,42,49,19.0,41.0,47.0,,SGD,5.0497447139652196e-05,190.0,1408.244140625,6673.0,COMPLETE
420,1529.1605224609375,2026-03-24 01:46:33.865194,2026-03-24 01:46:46.620967,0 days 00:00:12.755773,64,0.08807432473386839,0.057054557162655346,5,35,49,21.0,36.0,45.0,,SGD,4.299190731762367e-05,144.0,1529.1605224609375,6004.0,COMPLETE
421,1546.9947509765625,2026-03-24 01:46:46.639682,2026-03-24 01:47:00.619185,0 days 00:00:13.979503,32,0.004972467593424743,0.06989742649709378,5,42,18,18.0,34.0,33.0,,SGD,4.701887728022224e-05,93.0,1546.9947509765625,3619.0,COMPLETE
422,1578.5733642578125,2026-03-24 01:47:00.636716,2026-03-24 01:47:06.063524,0 days 00:00:05.426808,64,0.002638403989810031,0.05398176669971765,5,37,48,20.0,39.0,50.0,,SGD,5.498814301780888e-05,30.0,1578.5733642578125,6395.0,COMPLETE
423,1514.6807861328125,2026-03-24 01:47:06.085447,2026-03-24 01:47:17.366907,0 days 00:00:11.281460,64,0.0059300289393375855,0.05571583477579164,5,41,61,16.0,18.0,42.0,,SGD,4.128235483457169e-05,108.0,1514.6807861328125,5426.0,COMPLETE
424,1439.4024658203125,2026-03-24 01:47:17.388429,2026-03-24 01:47:29.167532,0 days 00:00:11.779103,64,0.009270362581889874,0.05259255847800638,4,21,41,14.0,24.0,,,SGD,3.39887964124055e-05,159.0,1439.4024658203125,2264.0,COMPLETE
425,1595.1412353515625,2026-03-24 01:47:29.191527,2026-03-24 01:47:35.787204,0 days 00:00:06.595677,64,0.003938643319297122,0.05630873799645199,5,43,50,21.0,40.0,43.0,,SGD,8.067885693058441e-05,45.0,1595.1412353515625,6739.0,COMPLETE
426,1414.1717529296875,2026-03-24 01:47:35.808155,2026-03-24 01:47:44.395545,0 days 00:00:08.587390,64,0.0015689262448444854,0.0596946855996156,5,23,60,17.0,60.0,40.0,,SGD,4.334533677723246e-05,73.0,1414.1717529296875,6645.0,COMPLETE
427,1386.981689453125,2026-03-24 01:47:44.411179,2026-03-24 01:47:58.828907,0 days 00:00:14.417728,64,0.007797556590619864,0.054328268770216646,5,39,51,23.0,38.0,49.0,,SGD,3.831932784291382e-05,172.0,1386.981689453125,6860.0,COMPLETE
428,1459.2093505859375,2026-03-24 01:47:58.850091,2026-03-24 01:48:12.268802,0 days 00:00:13.418711,64,0.011237037785103569,0.051614130526931076,5,44,14,19.0,35.0,45.0,,SGD,2.9860494020641024e-05,161.0,1459.2093505859375,3991.0,COMPLETE
429,2390.107666015625,2026-03-24 01:48:12.296537,2026-03-24 01:48:17.047033,0 days 00:00:04.750496,16,0.06632393420638863,0.09681809779458866,4,46,62,22.0,22.0,,,SGD,5.259551877844313e-05,,,,PRUNED
430,1558.1651611328125,2026-03-24 01:48:17.068461,2026-03-24 01:48:28.537683,0 days 00:00:11.469222,64,9.206526097985069e-05,0.07425069950644048,5,24,64,20.0,37.0,46.0,,SGD,3.502413846962956e-05,122.0,1558.1651611328125,6070.0,COMPLETE
431,1427.76513671875,2026-03-24 01:48:28.557057,2026-03-24 01:48:42.962937,0 days 00:00:14.405880,64,0.005108670222891045,0.07769836967466726,5,40,59,22.0,41.0,35.0,,SGD,4.73281119187433e-05,144.0,1427.76513671875,6942.0,COMPLETE
432,1435.9801025390625,2026-03-24 01:48:42.980987,2026-03-24 01:48:58.392682,0 days 00:00:15.411695,64,0.006812534798587652,0.04992415175371982,5,17,56,19.0,61.0,38.0,,SGD,5.906980451866468e-05,172.0,1435.9801025390625,6241.0,COMPLETE
433,1478.629638671875,2026-03-24 01:48:58.410454,2026-03-24 01:49:06.620945,0 days 00:00:08.210491,64,0.0027331872423552333,0.06305640360870149,5,33,60,23.0,55.0,47.0,,SGD,3.984196873699258e-05,71.0,1478.629638671875,8176.0,COMPLETE
434,1398.98095703125,2026-03-24 01:49:06.640913,2026-03-24 01:49:24.468783,0 days 00:00:17.827870,64,0.004224931437616581,0.08392977019148888,5,19,58,18.0,36.0,42.0,,SGD,2.7428251694657496e-05,226.0,1398.98095703125,5020.0,COMPLETE
435,1585.48828125,2026-03-24 01:49:24.488801,2026-03-24 01:49:36.607772,0 days 00:00:12.118971,64,0.008827572522174353,0.05882309411894058,4,22,52,20.0,39.0,,,RMSprop,6.298903039242876e-05,116.0,1585.48828125,3579.0,COMPLETE
436,1414.408935546875,2026-03-24 01:49:36.627288,2026-03-24 01:49:52.966809,0 days 00:00:16.339521,64,0.0060976514034089945,0.04755854844213695,5,25,55,17.0,52.0,37.0,,SGD,4.4501398210013696e-05,197.0,1414.408935546875,5914.0,COMPLETE
437,1437.55419921875,2026-03-24 01:49:52.984992,2026-03-24 01:50:07.486377,0 days 00:00:14.501385,64,0.002414859296063696,0.06082014513633191,5,22,50,21.0,57.0,44.0,,SGD,3.244077095658234e-05,162.0,1437.55419921875,6658.0,COMPLETE
438,1437.8148193359375,2026-03-24 01:50:07.504986,2026-03-24 01:50:17.985011,0 days 00:00:10.480025,64,0.012520532341948451,0.06871808882907568,5,20,57,23.0,27.0,50.0,,SGD,5.110011774967604e-05,112.0,1437.8148193359375,5164.0,COMPLETE
439,1593.2586669921875,2026-03-24 01:50:18.003077,2026-03-24 01:50:29.677641,0 days 00:00:11.674564,64,0.03883019696699485,0.09570937835413197,2,41,61,,,,,SGD,3.605783194050886e-05,185.0,1593.2586669921875,3197.0,COMPLETE
440,1459.251220703125,2026-03-24 01:50:29.698176,2026-03-24 01:50:40.103168,0 days 00:00:10.404992,64,0.004841631520932831,0.052255598392350215,3,24,58,21.0,,,,SGD,4.108480108786768e-05,154.0,1459.251220703125,3133.0,COMPLETE
441,3713.6572265625,2026-03-24 01:50:40.120818,2026-03-24 01:50:42.591242,0 days 00:00:02.470424,64,0.007682932097446498,0.05482263777679141,5,23,54,22.0,14.0,40.0,,Adam,4.517663439944927e-05,,,,PRUNED
442,1376.069091796875,2026-03-24 01:50:42.607078,2026-03-24 01:50:55.227525,0 days 00:00:12.620447,64,0.00164377226309097,0.05711662994329387,5,18,59,19.0,58.0,39.0,,SGD,3.064584825730794e-05,136.0,1376.069091796875,6310.0,COMPLETE
443,1407.3133544921875,2026-03-24 01:50:55.247451,2026-03-24 01:51:15.827354,0 days 00:00:20.579903,64,0.010221780014367306,0.058417051605777696,5,17,31,19.0,57.0,56.0,,SGD,2.4680271048294138e-05,255.0,1407.3133544921875,6124.0,COMPLETE
444,1697.6748046875,2026-03-24 01:51:15.854933,2026-03-24 01:51:25.747488,0 days 00:00:09.892555,32,0.0013039660661447715,0.055274543103993365,5,16,24,21.0,58.0,37.0,,SGD,2.906953118770472e-05,50.0,1697.6748046875,4886.0,COMPLETE
445,1449.350341796875,2026-03-24 01:51:25.766470,2026-03-24 01:51:33.655255,0 days 00:00:07.888785,64,0.003562484712431734,0.05751062793851097,4,18,43,20.0,59.0,,,SGD,3.101061696177929e-05,83.0,1449.350341796875,3438.0,COMPLETE
446,1329.126953125,2026-03-24 01:51:33.672953,2026-03-24 01:51:53.555369,0 days 00:00:19.882416,64,0.006148173349319196,0.056581115506406,5,19,52,26.0,60.0,38.0,,SGD,2.6559984433158988e-05,244.0,1329.126953125,6956.0,COMPLETE
447,1450.4622802734375,2026-03-24 01:51:53.576446,2026-03-24 01:52:03.743154,0 days 00:00:10.166708,64,0.007617299508439947,0.05679517258094686,5,18,49,26.0,58.0,35.0,,SGD,2.5300304639545593e-05,100.0,1450.4622802734375,6432.0,COMPLETE
448,1451.9027099609375,2026-03-24 01:52:03.767067,2026-03-24 01:52:14.386166,0 days 00:00:10.619099,64,0.005790387164625472,0.05880513695620457,5,19,51,27.0,59.0,37.0,,SGD,2.21974266436754e-05,106.0,1451.9027099609375,6891.0,COMPLETE
449,2593.7763671875,2026-03-24 01:52:14.405074,2026-03-24 01:52:16.511574,0 days 00:00:02.106500,64,0.0034154751741446976,0.05606497517464792,5,20,51,19.0,58.0,39.0,,SGD,2.7014219915107398e-05,,,,PRUNED
450,1415.1746826171875,2026-03-24 01:52:16.528452,2026-03-24 01:52:28.162953,0 days 00:00:11.634501,64,0.04884294323972317,0.053782643109659876,4,15,48,30.0,60.0,,,SGD,2.306914003843086e-05,151.0,1415.1746826171875,4600.0,COMPLETE
451,1445.7225341796875,2026-03-24 01:52:28.179130,2026-03-24 01:52:41.751397,0 days 00:00:13.572267,64,0.009480681391114488,0.08182901126895632,5,18,52,28.0,59.0,38.0,,SGD,2.7723784997631743e-05,149.0,1445.7225341796875,7054.0,COMPLETE
452,1543.03369140625,2026-03-24 01:52:41.894913,2026-03-24 01:52:50.864162,0 days 00:00:08.969249,64,0.0011343990645087385,0.056906472143955875,6,19,50,18.0,56.0,34.0,54.0,SGD,6.606837496956442e-05,75.0,1543.03369140625,7498.0,COMPLETE
453,2171.060791015625,2026-03-24 01:52:50.881796,2026-03-24 01:52:54.859513,0 days 00:00:03.977717,16,0.00672235249006992,0.05337504744396916,3,20,52,26.0,,,,SGD,2.024180725225581e-05,,,,PRUNED
454,1433.249755859375,2026-03-24 01:52:54.874530,2026-03-24 01:53:04.420304,0 days 00:00:09.545774,64,0.004595874191307596,0.05787759793051826,5,21,37,22.0,40.0,39.0,,SGD,2.90719816736188e-05,101.0,1433.249755859375,4716.0,COMPLETE
455,1465.5379638671875,2026-03-24 01:53:04.436522,2026-03-24 01:53:16.177718,0 days 00:00:11.741196,64,0.002818434185304472,0.0549244750302627,5,18,47,20.0,44.0,36.0,,SGD,3.1863062651077044e-05,134.0,1465.5379638671875,4926.0,COMPLETE
456,1453.1077880859375,2026-03-24 01:53:16.195674,2026-03-24 01:53:24.049599,0 days 00:00:07.853925,64,0.010933456540998594,0.060595080193774326,4,16,51,24.0,55.0,,,SGD,4.992088239011013e-05,86.0,1453.1077880859375,3982.0,COMPLETE
457,1494.706787109375,2026-03-24 01:53:24.066309,2026-03-24 01:53:36.463556,0 days 00:00:12.397247,64,0.007089119153969606,0.051191241904230696,5,21,52,21.0,34.0,38.0,,RMSprop,2.5295609555031387e-05,103.0,1494.706787109375,4895.0,COMPLETE
458,1496.6048583984375,2026-03-24 01:53:36.484260,2026-03-24 01:53:48.893225,0 days 00:00:12.408965,64,0.008796901382344523,0.053202193445726714,5,17,63,20.0,37.0,58.0,,SGD,3.775949106684454e-05,136.0,1496.6048583984375,5997.0,COMPLETE
459,1469.0233154296875,2026-03-24 01:53:48.911017,2026-03-24 01:53:56.476094,0 days 00:00:07.565077,64,0.0001672428435952752,0.0981921393814098,5,20,27,42.0,57.0,40.0,,SGD,3.4401461979826476e-05,61.0,1469.0233154296875,7107.0,COMPLETE
460,1430.5584716796875,2026-03-24 01:53:56.495210,2026-03-24 01:54:08.332465,0 days 00:00:11.837255,64,0.004806195904657822,0.0559075822892098,5,15,59,28.0,43.0,54.0,,SGD,5.325347617863908e-05,125.0,1430.5584716796875,6835.0,COMPLETE
461,1413.4931640625,2026-03-24 01:54:08.349290,2026-03-24 01:54:19.429878,0 days 00:00:11.080588,64,0.00265719902480037,0.09413969529418972,5,19,61,19.0,39.0,39.0,,SGD,3.0726884580178275e-05,121.0,1413.4931640625,5303.0,COMPLETE
462,1453.3341064453125,2026-03-24 01:54:19.447390,2026-03-24 01:54:38.234685,0 days 00:00:18.787295,64,0.005474693592036912,0.052311854332239956,4,36,49,23.0,61.0,,,SGD,4.303632979852249e-05,265.0,1453.3341064453125,5151.0,COMPLETE
463,2412.91845703125,2026-03-24 01:54:38.258521,2026-03-24 01:54:40.667973,0 days 00:00:02.409452,64,0.013055846671014917,0.05866071619975739,5,17,53,25.0,41.0,41.0,,Adam,5.8813695421380957e-05,,,,PRUNED
464,1543.735107421875,2026-03-24 01:54:40.681923,2026-03-24 01:54:51.318962,0 days 00:00:10.637039,64,0.017648530776436147,0.08040093209045232,5,21,59,18.0,35.0,14.0,,SGD,4.721382573406305e-05,117.0,1543.735107421875,4045.0,COMPLETE
465,1601.8670654296875,2026-03-24 01:54:51.336860,2026-03-24 01:54:59.197355,0 days 00:00:07.860495,64,0.007936630878036106,0.04967783704004758,5,19,50,22.0,37.0,36.0,,SGD,0.0003625299861585032,72.0,1601.8670654296875,4877.0,COMPLETE
466,1458.4581298828125,2026-03-24 01:54:59.213739,2026-03-24 01:55:11.019919,0 days 00:00:11.806180,64,0.003924974934017695,0.06154851657123709,5,11,60,21.0,38.0,48.0,,SGD,3.8519913817101736e-05,135.0,1458.4581298828125,5213.0,COMPLETE
467,1522.5272216796875,2026-03-24 01:55:11.042527,2026-03-24 01:55:17.890932,0 days 00:00:06.848405,64,0.0016361096584762188,0.09997325184215544,5,22,53,20.0,29.0,40.0,,SGD,3.3105716836804056e-05,55.0,1522.5272216796875,4675.0,COMPLETE
468,1426.7216796875,2026-03-24 01:55:17.908355,2026-03-24 01:55:31.204929,0 days 00:00:13.296574,64,0.0061154383524434685,0.05466314246149317,4,20,62,25.0,42.0,,,SGD,2.7486322589132843e-05,176.0,1426.7216796875,4490.0,COMPLETE
469,1557.606689453125,2026-03-24 01:55:31.226280,2026-03-24 01:55:42.927814,0 days 00:00:11.701534,32,8.356071343661219e-05,0.048952908359073254,3,18,51,32.0,,,,SGD,4.919108225880682e-05,103.0,1557.606689453125,3030.0,COMPLETE
470,1395.685791015625,2026-03-24 01:55:42.953745,2026-03-24 01:55:53.854131,0 days 00:00:10.900386,64,0.00990029977036369,0.05223986472491718,5,12,54,29.0,35.0,38.0,,SGD,4.168097749304633e-05,118.0,1395.685791015625,5198.0,COMPLETE
471,1446.5084228515625,2026-03-24 01:55:53.873142,2026-03-24 01:56:02.935509,0 days 00:00:09.062367,64,0.0036435104652378365,0.05668325157831787,5,43,59,22.0,60.0,42.0,,SGD,3.6291642291751274e-05,79.0,1446.5084228515625,8740.0,COMPLETE
472,1383.0068359375,2026-03-24 01:56:02.958465,2026-03-24 01:56:18.729334,0 days 00:00:15.770869,64,0.006556774521090113,0.08550220120535662,5,16,52,19.0,31.0,32.0,,SGD,6.983591876581913e-05,187.0,1383.0068359375,4012.0,COMPLETE
473,1478.360107421875,2026-03-24 01:56:18.751670,2026-03-24 01:56:30.534808,0 days 00:00:11.783138,64,0.008332705617130476,0.05081494931450725,5,22,58,24.0,40.0,41.0,,SGD,5.767346125861872e-05,127.0,1478.360107421875,6041.0,COMPLETE
474,2104.39404296875,2026-03-24 01:56:30.553788,2026-03-24 01:56:36.007935,0 days 00:00:05.454147,16,0.005097570697593789,0.09764023099109105,5,38,64,17.0,33.0,51.0,,SGD,4.512437776523896e-05,,,,PRUNED
475,1432.052001953125,2026-03-24 01:56:36.022831,2026-03-24 01:56:45.096239,0 days 00:00:09.073408,64,0.00217753008372825,0.05407262854233055,5,31,61,20.0,38.0,46.0,,SGD,2.9950439164145126e-05,92.0,1432.052001953125,6502.0,COMPLETE
476,1428.33935546875,2026-03-24 01:56:45.112970,2026-03-24 01:56:55.741179,0 days 00:00:10.628209,64,0.003869233345407853,0.09493163882394877,4,19,54,27.0,58.0,,,SGD,4.162800083111783e-05,132.0,1428.33935546875,4735.0,COMPLETE
477,1395.9256591796875,2026-03-24 01:56:55.757953,2026-03-24 01:57:15.034128,0 days 00:00:19.276175,64,0.006716140478338411,0.04806202217144022,5,33,33,21.0,36.0,37.0,,SGD,5.21280323725377e-05,244.0,1395.9256591796875,4652.0,COMPLETE
478,1537.6993408203125,2026-03-24 01:57:15.183317,2026-03-24 01:57:21.505244,0 days 00:00:06.321927,64,0.010356949670072689,0.06059048319140601,3,13,57,23.0,,,,SGD,3.3739350780712925e-05,70.0,1537.6993408203125,2459.0,COMPLETE
479,2372.144775390625,2026-03-24 01:57:21.523899,2026-03-24 01:57:23.841797,0 days 00:00:02.317898,64,0.0017756424880786194,0.05674971323241117,5,17,22,18.0,8.0,39.0,,RMSprop,3.800586444738237e-05,,,,PRUNED
480,1488.1099853515625,2026-03-24 01:57:23.857850,2026-03-24 01:57:33.710530,0 days 00:00:09.852680,64,0.005040769588164313,0.05048343054275313,4,21,52,26.0,54.0,,,SGD,4.739651811498065e-05,118.0,1488.1099853515625,4530.0,COMPLETE
481,4804.71826171875,2026-03-24 01:57:33.734196,2026-03-24 01:57:35.977533,0 days 00:00:02.243337,64,0.03281619820435524,0.012628921406856772,5,14,50,19.0,56.0,34.0,,SGD,4.0312035700240984e-05,,,,PRUNED
482,1491.0157470703125,2026-03-24 01:57:35.992412,2026-03-24 01:57:46.114363,0 days 00:00:10.121951,64,0.008223188773425205,0.054957897261528804,5,23,60,23.0,34.0,53.0,,SGD,3.507635551646195e-05,101.0,1491.0157470703125,6161.0,COMPLETE
483,1379.983642578125,2026-03-24 01:57:46.133782,2026-03-24 01:58:05.093146,0 days 00:00:18.959364,64,0.003066562267057312,0.058583300521929525,5,20,53,22.0,46.0,20.0,,SGD,6.229339087076568e-05,243.0,1379.983642578125,4822.0,COMPLETE
484,1400.5050048828125,2026-03-24 01:58:05.116437,2026-03-24 01:58:16.560153,0 days 00:00:11.443716,64,0.0028243333096866436,0.06163524570447915,5,20,55,24.0,46.0,24.0,,SGD,6.358538364475829e-05,130.0,1400.5050048828125,5320.0,COMPLETE
485,1453.2237548828125,2026-03-24 01:58:16.577689,2026-03-24 01:58:25.944752,0 days 00:00:09.367063,64,0.0011782447088971378,0.059936251560321264,5,21,58,22.0,49.0,21.0,,SGD,0.0005234179670107838,95.0,1453.2237548828125,5304.0,COMPLETE
486,1509.971923828125,2026-03-24 01:58:25.965220,2026-03-24 01:58:40.989515,0 days 00:00:15.024295,64,0.05182148133076325,0.05817895125383805,5,20,53,24.0,45.0,37.0,,SGD,1.033113781857281e-05,183.0,1509.971923828125,5812.0,COMPLETE
487,1351.8297119140625,2026-03-24 01:58:41.011510,2026-03-24 01:58:59.228485,0 days 00:00:18.216975,64,0.0036054461528768514,0.0588720708848797,4,18,63,21.0,58.0,,,SGD,6.183222213795274e-05,253.0,1351.8297119140625,4358.0,COMPLETE
488,1572.3443603515625,2026-03-24 01:58:59.252896,2026-03-24 01:59:04.715067,0 days 00:00:05.462171,64,6.438245095556129e-05,0.05651134649107866,4,16,64,21.0,59.0,,,SGD,5.691006744871717e-05,45.0,1572.3443603515625,4275.0,COMPLETE
489,1395.607421875,2026-03-24 01:59:04.732312,2026-03-24 01:59:20.495925,0 days 00:00:15.763613,64,0.005198672951842867,0.06401658953465808,4,18,64,15.0,57.0,,,Adam,7.232790333910621e-05,173.0,1395.607421875,3631.0,COMPLETE
490,1566.1219482421875,2026-03-24 01:59:20.516596,2026-03-24 01:59:32.008906,0 days 00:00:11.492310,32,0.011847795356963745,0.053855801147838896,4,19,62,20.0,58.0,,,SGD,7.438234167569729e-05,78.0,1566.1219482421875,4266.0,COMPLETE
491,1527.2462158203125,2026-03-24 01:59:32.027474,2026-03-24 01:59:39.510742,0 days 00:00:07.483268,64,0.023061533394403602,0.059599724399928375,4,18,63,23.0,59.0,,,SGD,7.969825005577323e-05,77.0,1527.2462158203125,4633.0,COMPLETE
492,1511.2266845703125,2026-03-24 01:59:39.527848,2026-03-24 01:59:47.542002,0 days 00:00:08.014154,64,0.006771054858836354,0.05251639558935985,4,17,63,26.0,60.0,,,SGD,0.0002794505146869586,83.0,1511.2266845703125,4964.0,COMPLETE
493,1453.6904296875,2026-03-24 01:59:47.562340,2026-03-24 02:00:00.706527,0 days 00:00:13.144187,64,0.0035091487082118283,0.05764140242847235,4,23,62,37.0,55.0,,,SGD,6.675150445260988e-05,158.0,1453.6904296875,6526.0,COMPLETE
494,1463.8055419921875,2026-03-24 02:00:00.725623,2026-03-24 02:00:09.854520,0 days 00:00:09.128897,64,0.004663268973164084,0.09647251927121857,4,45,61,25.0,16.0,,,SGD,2.6078247364060076e-05,103.0,1463.8055419921875,5488.0,COMPLETE
495,1364.71533203125,2026-03-24 02:00:09.872847,2026-03-24 02:00:27.557437,0 days 00:00:17.684590,64,0.014515035346859486,0.06299990889137634,4,18,62,19.0,57.0,,,SGD,3.1475415915297116e-05,247.0,1364.71533203125,4047.0,COMPLETE
496,1537.1304931640625,2026-03-24 02:00:27.576400,2026-03-24 02:00:34.121737,0 days 00:00:06.545337,64,0.01419965320759145,0.06308112380489707,4,41,63,18.0,57.0,,,SGD,3.0217759954300368e-05,55.0,1537.1304931640625,5666.0,COMPLETE
497,1740.126220703125,2026-03-24 02:00:34.143432,2026-03-24 02:00:48.848526,0 days 00:00:14.705094,16,0.0015530843910744954,0.062053700305494605,4,15,62,19.0,56.0,,,SGD,3.2643296719246117e-05,48.0,1740.126220703125,3805.0,COMPLETE
498,1912.387451171875,2026-03-24 02:00:48.865800,2026-03-24 02:00:52.697821,0 days 00:00:03.832021,64,0.014280730591679738,0.06477385502172232,2,22,62,,,,,SGD,2.8640313990650016e-05,,,,PRUNED
499,1518.5029296875,2026-03-24 02:00:52.713128,2026-03-24 02:01:01.806088,0 days 00:00:09.092960,64,0.01703128296352775,0.06034345877284277,4,17,64,16.0,57.0,,,SGD,3.1368542000105335e-05,102.0,1518.5029296875,3680.0,COMPLETE
